"Select(selcol)
勾選","Return ID(breturnflag)
退貨單號","Business type(cbustype)
業務類型","Sales type(cstname)
銷售類型","Delivery Note No(cdlcode)
送貨單號","Shipment date(ddate)
送貨日期","Currency(cexch_name)
幣別","Exchange rate(iexchrate)
匯率","Customer name(ccusname)
客戶全名","Ship-to Address(cshipaddress)
收貨地址","Contact tel(ccusphone)
公司電話","Contact(ccusperson)
聯繫人（訂購人）","Sales department(cdepname)
銷售部門","Clerk(cpersonname)
業務員","Payment Terms(cpayname)
支付方式","Prepared by(cmaker)
建單人","Approved by(cverifier)
審核人","Table body order No(bodysocode)
銷售訂單號","Warehouse(cwhname)
倉庫名稱","Inventory Code(cinvcode)
存貨編號","Stock Code(cinvaddcode)
 產品附加編碼","Inventory name(cinvname)
存貨名稱","Specification(cinvstd)
存貨規格","Qty(iquantity)
送貨數量","Quotation(iquotedprice)
標準單價","Unit Price Incl Tax(itaxunitprice)
含稅單價","Unit Price Excl Tax(iunitprice)
未稅單價","Amount tax exclusive(imoney)
 未稅總金額","Tax(itax)
稅金","Total Amt(isum)
 含稅總金額","Tax rate (%)(bodytaxrate)
稅率","Discount rate (%)(kl)
折扣率（%）
","Discount rate 2 (%)(kl2)
折扣百分比","Discount amount(idiscount)
折扣金額","Memo(cmemo)
從大發分公司ERP 系統下載的訂單","DefineItem1(cdefine1)
收件人+手機號
（目前用友系統，key 單時, 沒有獨立的收件人手機號欄位。","Voucher headUser-defined item2(cdefine2)
客戶編號（自定義欄位2）","Voucher headUser-defined item3(cdefine3)
是否開立發票 （自定義欄位3）","Voucher headUser-defined item4(cdefine4)
自定義欄位4","Voucher headUser-defined item9(cdefine9)
識別號（用於區分這個訂單是由哪個業務單位負責）","So Hoa Don(cdefine13)
客戶發票名稱","Export Times(ioutgolden)
 出貨次數","Qty not issued(WCSL)
未出庫數量","Un-billed Quantity(WKSL)
 未開票數量","Un-billed Amount(WKJE)
未開票金額","Un-Received Amount(WSKYB)
未收款金額","Un-Received Amount In Local Currency(WSKBB)
未收款金額（本幣）","Customer's Privilege Code Of Classfiction(caccode)
客戶優惠分類代碼","Customer's Privilege Of Classfiction(cacname)
客戶優惠分類名稱"
,No,General sales,中秋節/Trung Thu,0000181278,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157900,Tp L? H?p Trung Thu,3502027,M880,L? H?p Ho?ng Gia 880,8 h?p/ th?ng,1,673000,403800,373888.89,373888.89,29911.11,403800,8,60,100,269200,??n h?ng t? CNDN,d??ng,3700341674-002,C? Ho? ??n,2025/7/24,DN 04-1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,403800,403800,403800,,
,No,General sales,中秋節/Trung Thu,0000181278,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157900,Tp L? H?p Trung Thu,3502028,M881,L? H?p Thu Nguy?t 881,6 h?p/th?ng,1,450000,270000,250000,250000,20000,270000,8,60,100,180000,??n h?ng t? CNDN,d??ng,3700341674-002,C? Ho? ??n,2025/7/24,DN 04-1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,270000,270000,270000,,
,No,General sales,中秋節/Trung Thu,0000181278,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157900,Tp L? H?p Trung Thu,3502031,M882,L? h?p tr?ng ??ng 882,12 h?p/th?ng,1,652000,391200,362222.22,362222.22,28977.78,391200,8,60,100,260800,??n h?ng t? CNDN,d??ng,3700341674-002,C? Ho? ??n,2025/7/24,DN 04-1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,391200,391200,391200,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2201097,,M?nh PE 18*18cm d?y 3jem,l?t b?nh h?nh,3,0,40824,37800,113400,9072,122472,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,3,3,122472,122472,122472,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,KHO NGUY?N LI?U,0103050,,B?t Kreation? D8,25kg/bao,25,0,68040,63000,1575000,126000,1701000,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,25,1701000,1701000,1701000,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,AN TO?N V? SINH,0901053,,G?ng tay y t?? m?u xanh size S,50 ??i/h?p; c? b?t; Malai,500,0,1530.9,1417.5,708750,56700,765450,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,500,500,765450,765450,765450,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,AN TO?N V? SINH,0901053,,G?ng tay y t?? m?u xanh size S,50 ??i/h?p; c? b?t; Malai,500,0,1530.9,1417.5,708750,56700,765450,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,500,500,765450,765450,765450,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2517209,,TEM S?I C?O B?P C?I,15*16.1cm. decal giay***. in 4 m?u. b? TP can bong,200,0,680.4,630,126000,10080,136080,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,200,200,136080,136080,136080,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2501421,,Tem b?nh h?nh,8.2*10.6cm;decal gi?y;c?n m?ng;4 m?u,500,0,680.4,630,315000,25200,340200,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,500,500,340200,340200,340200,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2517207,,TEM S?I C?O H?,15*16.1cm. decal giay***. in 4 m?u. b? TP can bong,300,0,680.4,630,189000,15120,204120,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,300,300,204120,204120,204120,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2517206,,TEM S?I C?O THIT,15*16.1cm. decal giay***. in 4 m?u. b? TP can bong,200,0,680.4,630,126000,10080,136080,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,200,200,136080,136080,136080,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2201262,,T?i PA 210*250mm ;d?y 8jem ;?p l?ng,t?i b?nh h?nh,500,0,1315.44,1218,609000,48720,657720,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,500,500,657720,657720,657720,,
,No,General sales,國內銷售成品/XU?T B?N N?I,0000181280,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam. (0000003058),05113565589,C H?U,CH ?? N?ng,Nguy?n T.Song Tuy?t,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157901,Kho Bao Bi?,2001023,,Th?ng 444*224*268 ?P s? 20; ??ng b?nh tr?i c?y,(c? in; 5 l?p; m?u v?ng; ch?t li?u N? ),100,0,8164.8,7560,756000,60480,816480,8,100,100,0,??n h?ng t? CNDN,C H?U,3700341674-002,C? Ho? ??n,2025/7/3,,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,100,100,816480,816480,816480,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009008,,TT C?u V?ng - H?t sen Nam Vi?t Qu?t M?t D?u 150g,,2,76200,76200,70555.555,141111.11,11288.89,152400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,152400,152400,152400,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009010,,TT C?u V?ng - H?t Dinh D??ng M?t Cam V?ng 150g,,2,76200,76200,70555.555,141111.11,11288.89,152400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,152400,152400,152400,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009013,,HK?B Th?p C?m B?t B?u 150g (1 tr?ng),40 c?i/th?ng,2,62400,62400,57777.78,115555.56,9244.44,124800,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,124800,124800,124800,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009014,,HK?B Th?p C?m G? Quay 150g (1 tr?ng),40 c?i/th?ng,2,62400,62400,57777.78,115555.56,9244.44,124800,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,124800,124800,124800,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009015,,HK?B Khoai m?n 150g (1 tr?ng),40 c?i/th?ng,2,51000,51000,47222.22,94444.44,7555.56,102000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,102000,102000,102000,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009016,,HK?B S?a D?a 150g (1 tr?ng),40 c?i/th?ng,2,51000,51000,47222.22,94444.44,7555.56,102000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,102000,102000,102000,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009033,,Thu Nguy?t Th?p C?m Th?t N??ng Vi c? 400 g,400g/ c?i,1,270000,270000,250000,250000,20000,270000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,270000,270000,270000,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009048,,TT C?u V?ng - B?o Ng? G? H?m H?t Sen 150g,40 c?i/th?ng,2,76200,76200,70555.555,141111.11,11288.89,152400,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,152400,152400,152400,,
,No,General sales,中秋節/Trung Thu,0000181283,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157902,Tp V?-C?i Trung Thu,3009092,,TT C?u V?ng - G? h?m Y?n S?o T?o ?? 150g,40 c?i/th?ng,2,90000,90000,83333.335,166666.67,13333.33,180000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 07,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,180000,180000,180000,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009017,,HKCC S?a D?a 200g (2 tr??ng),40 c?i/th?ng,1,84000,84000,77777.78,77777.78,6222.22,84000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,84000,84000,84000,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009018,,HKCC Th?p C?m B?t B?u 200g (2 tr??ng),40 c?i/th?ng,1,96000,96000,88888.89,88888.89,7111.11,96000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,1,96000,96000,96000,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009021,,Ph? Qu? H?i Con - Th?p C?m G? Quay,40 con/th?ng,2,80400,80400,74444.445,148888.89,11911.11,160800,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,160800,160800,160800,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009024,,Ph? Qu? H?i Con - S?a D?a,40 con/th?ng,2,71400,71400,66111.11,132222.22,10577.78,142800,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,2,142800,142800,142800,,
,No,General sales,中秋節/Trung Thu,0000181284,2025-07-24,VND,1,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,S? 524-526 Nguy?n Ph??c Nguy?n-Ph??ng An Kh? -TP. ?? N?ng-Vi?t Nam.,05113565589,C.D??NG,CH ?? N?ng,Hu?nh Th? Tuy?t Mai,Chuy?n Kho?n,Nguy?n T Song Tuy?t.,Nguy?n T Song Tuy?t.,0000157903,Tp V?-C?i Trung Thu,3009041,,TTHK S?a D?a Chay 200g,40 c?i/th?ng,5,70800,70800,65555.556,327777.78,26222.22,354000,8,100,100,0,??n h?ng t? CNDN,C.D??NG,3700341674-002,C? Ho? ??n,2025/7/24,DN 08,CHI NH?NH C?NG TY TNHH TH?C PH?M TH??NG M?I ??I PH?T T?I TH?NH PH? ?? N?NG,0,0,5,354000,354000,354000,,
